id,p,true_fraud,component,period_index,authentication_strength,relationship_genuineness,delivery_provability,filing_delay_days,dispute_propensity,reason_subtype,epsilon
dsp_000018,0.20680931168887837,True,fraud_nonconfounder,19,0.2548926078254151,0.07328326988178621,0.39186117795665915,31.602098514482144,0.1504876286003042,MC_4840,1.4585501974453867
dsp_000019,0.06847183098016882,True,fraud_nonconfounder,15,0.24405111441315513,0.2324289082465639,0.4278396706410946,11.538482727097245,0.36771287624872684,MC_4837,-0.0716755188076344
dsp_000020,0.4488385294203298,False,genuine_nonconfounder,18,0.6581086020065074,0.8292819727178656,0.4102094153693374,19.110327697084628,0.5049916284734107,MC_4837,0.4255290401068726
dsp_000021,0.17529928325800093,False,genuine_nonconfounder,8,0.8145948986580364,0.9160766901303529,0.7303037860541237,4.068073243619435,0.04875545952639932,MC_4837,-1.396896558476721
dsp_000022,0.4361408985957057,False,genuine_nonconfounder,23,0.902492346694069,0.7906801375570819,0.383197389590223,6.6154319087718125,0.6947073207992465,MC_4840,0.12094338176787914
dsp_000023,0.6595010068074519,False,genuine_nonconfounder,21,0.9540813305340659,0.8200353606425418,0.5698584225177993,12.027260715421571,0.8268106599717616,MC_4840,1.5432382744444082
dsp_000024,0.27152869951990327,False,genuine_nonconfounder,18,0.6204343277246844,0.5390253486548979,0.5555460604384541,8.860248746296602,0.3646635524777499,VISA_83,-0.370416528254686
dsp_000025,0.6193743023068267,False,genuine_nonconfounder,4,0.9069790293996515,0.845915308809962,0.7676273557185886,20.1392213108364,0.32796640736504784,MC_4837,1.1439941731828789
dsp_000026,0.05623237928390941,True,fraud_nonconfounder,11,0.3066926799990088,0.14896307870088593,0.7617347002428296,17.641532746645147,0.4154761178242342,MC_4840,-0.6686754385858257
dsp_000027,0.3678120667245031,False,genuine_nonconfounder,1,0.7061037273099842,0.6494868251137321,0.6252243535180342,2.9860190172892076,0.625071853140052,MC_4837,0.024969636504930958
dsp_000028,0.23763000659885317,False,genuine_nonconfounder,3,0.5636331999100282,0.6647674632549668,0.620044012058027,8.728753424981566,0.9313074579161937,VISA_83,-0.763726070867314
dsp_000029,0.15526832796261256,False,genuine_nonconfounder,16,0.6295763517416744,0.6858051659785916,0.29177667103810434,16.08674341922162,0.4988690302295031,MC_4837,-1.2024864220914377
dsp_000030,0.5313247788889366,False,genuine_nonconfounder,17,0.892624565249856,0.6118402686781026,0.8251731590499956,9.138816843630687,0.49365132232669573,MC_4837,0.6490074863473624
dsp_000031,0.052161624864860034,True,fraud_nonconfounder,23,0.2452776580849054,0.3485374795999237,0.379194124708227,9.217106730625547,0.39918437975819826,VISA_83,-0.6075382784399784
dsp_000032,0.06919301660361936,True,fraud_nonconfounder,7,0.1650740152908366,0.6644429657826938,0.7911228623159546,4.719007215313207,0.7872761884159241,MC_4840,-0.48332062990768304
dsp_000033,0.18898212442973,True,fraud_nonconfounder,8,0.18968259743379876,0.40279936527575083,0.753541302495745,0.6059126018978024,0.5488855383056748,VISA_83,1.1510334576874814
dsp_000034,0.4340663079876252,False,traveler_confounder,11,0.3214767377093739,0.9385086696830712,0.7802738730147994,6.908409439021703,0.4577865862046771,AMEX_FR2,0.5094628202790306
dsp_000035,0.0430198640561881,True,fraud_nonconfounder,4,0.34696704792203614,0.41113011055379217,0.46747377264317025,17.26442053999774,0.18796915123490132,AMEX_FR2,-1.2062829405660522
dsp_000036,0.3016998253701353,False,traveler_confounder,3,0.2051898996021039,0.83205687399504,0.5337408958088437,7.715683185351363,0.6564687461475006,AMEX_FR2,0.04463201602976639
dsp_000037,0.13814300299731605,True,fraud_nonconfounder,11,0.5713763809296053,0.07207316747455228,0.8022512254925804,15.76048027461726,0.9498214488241066,MC_4840,0.22924998883990294
dsp_000038,0.08322490672746054,True,fraud_nonconfounder,5,0.17833580041054087,0.3790632923779783,0.4136017262948394,16.389821360810817,0.7984168646329511,MC_4840,0.03248432651698706
dsp_000039,0.6266009737302195,False,genuine_nonconfounder,16,0.7397685988862537,0.6719775528610271,0.7143067322475786,23.848967691160546,0.4437209100733523,VISA_83,1.418047471768563
dsp_000040,0.07051251323273466,True,fraud_nonconfounder,10,0.5130343837020375,0.36488683448334464,0.36105681954970476,18.931271900395984,0.49912514970080724,AMEX_FR2,-0.5907613831964968
dsp_000041,0.5169241300573559,False,genuine_nonconfounder,19,0.3873192826163053,0.705417231151618,0.769194828511108,7.747478682958719,0.16284281041345783,MC_4837,1.2291694189421156
dsp_000042,0.11178591612432887,True,account_takeover_confounder,16,0.480120515311368,0.8901361903686295,0.8231852329262835,7.665833958685714,0.6141016263684517,VISA_83,-0.33910788696386196
dsp_000043,0.5313509322082416,False,genuine_nonconfounder,7,0.7837220094812806,0.9193136967460347,0.7633024317064372,21.851105638253262,0.5019824849531462,MC_4837,0.5182940824044386
dsp_000044,0.319002188083742,False,genuine_nonconfounder,19,0.8421647250072523,0.654431886513928,0.3140721723598308,17.702631284942896,0.45565053255531224,AMEX_FR2,-0.4373795705710299
dsp_000045,0.39920621303284265,False,genuine_nonconfounder,19,0.4976233876322204,0.676575603686851,0.6680999614613424,12.675296245396217,0.31841883847051494,MC_4837,0.40550601909505685
dsp_000046,0.05187763409750995,True,fraud_nonconfounder,9,0.2320469800002319,0.2787856679051615,0.43040535757304416,8.507935944046343,0.6122497798434308,AMEX_FR2,-0.6653821249870363
dsp_000047,0.04756929055922204,True,fraud_nonconfounder,6,0.1255294058362558,0.3098580220124309,0.30257180116501287,3.5785372969782023,0.5295360871005101,MC_4837,-0.48188543644663734
dsp_000048,0.5365079655279543,False,genuine_nonconfounder,16,0.9436313561004518,0.8305650202769258,0.3718694153442938,12.427772737241758,0.24504585738421922,MC_4840,0.7187002702097034
dsp_000049,0.4477690684099781,False,genuine_nonconfounder,3,0.483391699796869,0.8226037863866027,0.6724181878085609,6.875074189810535,0.42354313268929145,AMEX_FR2,0.5243726172976643
dsp_000050,0.5924225559926247,False,genuine_nonconfounder,4,0.7830486992364022,0.702205881554287,0.6996783491771105,5.9265908472572075,0.6464118829108023,VISA_83,1.1514813704428792
dsp_000051,0.46481925972784555,False,genuine_nonconfounder,0,0.8752963611649092,0.5295451485551228,0.7315838277383697,5.513788596713152,0.7150740631621677,AMEX_FR2,0.23595349559288223
dsp_000052,0.4036351512569116,False,genuine_nonconfounder,18,0.8552615679920434,0.49679329339131184,0.6078589693766617,7.798453985308139,0.7706383191735354,MC_4837,0.06623323972032644
dsp_000053,0.5505777009349663,False,genuine_nonconfounder,15,0.9364244354356291,0.8612125614166415,0.6032861106960381,7.7579556505397935,0.782394875522698,VISA_83,0.5595468019076334
dsp_000054,0.48481776668977056,False,genuine_nonconfounder,16,0.7371127638807445,0.8001175935707144,0.3684805697434225,15.867407115573535,0.3663235122933318,VISA_83,0.5719060716255702
dsp_000055,0.3283975279573577,False,genuine_nonconfounder,18,0.9151117604699105,0.44345153532438714,0.814698205030878,12.353344595883827,0.8525978061567103,MC_4837,-0.5503213608463121
dsp_000056,0.30225544528848897,False,genuine_nonconfounder,11,0.8397153772479281,0.7951015581033085,0.41090887338508825,5.4381221819813845,0.5501201406305327,MC_4840,-0.5177652617372911
dsp_000057,0.6248904596949784,False,genuine_nonconfounder,13,0.8309866927775953,0.8870098860392874,0.4080164679565055,22.95919981251921,0.4928661489539656,VISA_83,1.3112496413418284
dsp_000058,0.3969569079586159,False,genuine_nonconfounder,3,0.8178789059199365,0.7950853538106162,0.5890481424548039,11.476619911964466,0.9480824391628109,VISA_83,-0.23681499117801974
dsp_000059,0.09877197214168716,True,fraud_nonconfounder,2,0.3413386018075094,0.6023600964014959,0.7171539050973688,14.27108078658168,0.4832790538372994,AMEX_FR2,-0.17564737321218293
dsp_000060,0.1579603656835662,True,fraud_nonconfounder,16,0.21304522915810364,0.29165238538091104,0.4630115961013108,27.15563533960843,0.34587862101898253,AMEX_FR2,0.8744747355254658
dsp_000061,0.5610042209821592,False,genuine_nonconfounder,11,0.8651400456097995,0.7313272824845434,0.32885833651286855,3.4177564954579465,0.6962786387540318,MC_4837,1.057757843133623
dsp_000062,0.4576227088081615,False,genuine_nonconfounder,13,0.6813107438401218,0.7334159801219579,0.8315208616678175,4.6872982441922035,0.4701095666167403,AMEX_FR2,0.3233409605189998
dsp_000063,0.04018924221830315,True,fraud_nonconfounder,18,0.0950803111100149,0.23979355439810882,0.7438518420225246,6.021127657061254,0.7109155879704935,VISA_83,-1.0783185515278102
dsp_000064,0.30300927871523425,False,genuine_nonconfounder,15,0.9241727915916548,0.7051808826850628,0.6137746036101471,5.612083916255022,0.8262515061688933,VISA_83,-0.7660582430643178
dsp_000065,0.42204259636535657,False,traveler_confounder,13,0.34359985444553576,0.787765511634724,0.28044894468860954,16.540006578385874,0.08945264242254718,VISA_83,0.8016074910449417
dsp_000066,0.28019562038572526,False,genuine_nonconfounder,13,0.6303962424509155,0.3480639415753001,0.4131913604228297,19.75959411991638,0.5469873912782296,MC_4837,-0.21420232851248436
dsp_000067,0.23670520043575127,False,genuine_nonconfounder,7,0.656697402192475,0.5611943048666108,0.49464770963695204,8.032549063899415,0.4130723179832069,AMEX_FR2,-0.6545957402956305
dsp_000068,0.0712955534072594,True,fraud_nonconfounder,0,0.24473845307148265,0.6264863405529616,0.5324911830028687,9.511356087070121,0.3678012402469233,MC_4837,-0.2836168354278215
dsp_000069,0.2819679360217669,False,genuine_nonconfounder,10,0.8057142440194713,0.4497954839266901,0.23688167304613564,22.28661983702712,0.6789916605842298,MC_4837,-0.44095965849293844
dsp_000070,0.22626891631352464,True,account_takeover_confounder,5,0.7582040668451804,0.7686184647026528,0.6504215179066425,12.2010150866127,0.6590789707075845,VISA_83,0.44486412989651847
dsp_000071,0.3745124509557558,False,traveler_confounder,9,0.411870692294213,0.6988474803808202,0.46976298141852013,17.474363913719166,0.07013377698278964,VISA_83,0.4142635357375917
dsp_000072,0.09567713753622863,True,fraud_nonconfounder,20,0.12400659196201114,0.32415133276458613,0.44954173435059924,8.35085500017454,0.620793148073346,MC_4840,0.4226835417680548
dsp_000073,0.4885319065206971,False,genuine_nonconfounder,5,0.8887433822414865,0.848241793188547,0.4922517270582733,20.71316561207542,0.37422262845742565,VISA_83,0.27889690498129627
dsp_000074,0.33256136688271304,False,genuine_nonconfounder,1,0.3947812984059347,0.7224776693833593,0.4358482073704272,24.03288635566027,0.49261153312868206,AMEX_FR2,0.012088077332017428
dsp_000075,0.5268964628019469,False,genuine_nonconfounder,6,0.8141265369562026,0.9093460810309929,0.7661984778510603,9.411041968455848,0.3871923063807331,AMEX_FR2,0.4897886530540044
dsp_000076,0.5603738265107887,False,genuine_nonconfounder,7,0.7536622403105862,0.5837163632941417,0.5567190039985833,2.957909875323675,0.5373682839852916,VISA_83,1.1385645502701922
dsp_000077,0.42393164802721034,False,genuine_nonconfounder,15,0.6086033619836699,0.8355913417490134,0.41188585097377306,6.47463343156578,0.5472110716540718,AMEX_FR2,0.3357588361516776
dsp_000078,0.2749308268360008,False,genuine_nonconfounder,13,0.9984229912167354,0.28539520189999656,0.20112248439776348,26.093236991358527,0.3629840214722436,MC_4840,-0.5838971131916548
dsp_000079,0.07042157620784041,True,fraud_nonconfounder,18,0.07691535575558754,0.4548846508054992,0.2817579889135789,8.267309844536147,0.4902784503445256,VISA_83,0.04070780212593943
dsp_000080,0.06430483114734754,True,fraud_nonconfounder,15,0.1853471786958528,0.10125602277610421,0.602032705418128,11.190100906520067,0.18582654733103235,AMEX_FR2,-0.1572335008758107
dsp_000081,0.6199981166554654,False,genuine_nonconfounder,9,0.7568971309327458,0.7635093590815467,0.4717793061859869,2.82748186043393,0.5196710544152396,AMEX_FR2,1.5236256405853934
dsp_000082,0.0863398162270196,True,fraud_nonconfounder,19,0.3393623425056401,0.1572670265457088,0.8608093211599407,3.4063149015031264,0.569048078627774,AMEX_FR2,-0.09962764838760277
dsp_000083,0.33307529694427396,False,genuine_nonconfounder,4,0.39953964893357896,0.49373339917097986,0.7529119305520942,14.582569341819934,0.7192944205192556,MC_4840,0.07671615649950547
dsp_000084,0.08718227824974951,True,fraud_nonconfounder,0,0.27994833100976335,0.6604098330830562,0.21709747163144494,2.0782986203111022,0.2513296702449152,MC_4840,0.16269193438808768
dsp_000085,0.12162226518045151,False,traveler_confounder,2,0.3907239363459676,0.619661955072135,0.4661965610420149,15.867509258655856,0.9126313932639054,MC_4840,-1.4393634202511028
dsp_000086,0.09437500071602084,True,fraud_nonconfounder,17,0.3937467722379089,0.29930996184072617,0.608794265789584,9.37285246931085,0.8479784155370683,AMEX_FR2,-0.11705004904538639
dsp_000087,0.4303543322341413,False,genuine_nonconfounder,11,0.6534707004339415,0.8104163781427337,0.616713276660376,5.726029251675005,0.5380089808976277,MC_4837,0.33881745597516505
dsp_000088,0.14597265486926142,True,account_takeover_confounder,3,0.7672845204274343,0.9396792113305534,0.18792126688376812,2.7587544446363967,0.6291508279694912,VISA_83,0.012991809461631422
dsp_000089,0.4265303512512856,False,genuine_nonconfounder,12,0.9597954087243133,0.6443468999430326,0.3185447631428561,9.144117203009955,0.1432187210313384,VISA_83,0.20224596735102313
dsp_000090,0.0693470992437055,True,fraud_nonconfounder,3,0.4226616949093989,0.4193855266436353,0.5830814060101462,8.764939547676605,0.49600320095112455,MC_4837,-0.4655815168156734
dsp_000091,0.3467118754583018,False,genuine_nonconfounder,16,0.6432803891008341,0.7096104772858217,0.39919194834096794,15.324104379676823,0.6674448426407927,VISA_83,-0.11910006266668223
dsp_000092,0.14578148789345038,True,fraud_nonconfounder,10,0.8752498970033228,0.17879672516422845,0.4650261155806344,2.4421946275571536,0.4964186574053548,VISA_83,0.23539634864994433
dsp_000093,0.45083063940423024,False,genuine_nonconfounder,9,0.5339162733467983,0.7116932511258263,0.5163690970202662,13.741412572900412,0.1987886877596006,MC_4837,0.7245962578481657
dsp_000094,0.3850070533709693,False,genuine_nonconfounder,7,0.8616670873672885,0.4669004043055201,0.1206410768985857,1.3612417847224976,0.3866028384175279,AMEX_FR2,0.2675829715909684
dsp_000095,0.4902547386802208,False,genuine_nonconfounder,15,0.5193838366909552,0.6926898353530314,0.4457868298475667,6.77148365533945,0.8627557085376696,VISA_83,0.8430206140634441
dsp_000096,0.3399809149425652,False,genuine_nonconfounder,8,0.4616235991408138,0.7740555930539984,0.5884827969024325,15.018762062526449,0.7151299331850676,MC_4840,-0.04783759472809919
dsp_000097,0.20790747533328682,False,genuine_nonconfounder,2,0.6988333049911878,0.4875603303565413,0.24316323976589113,6.684867948758256,0.42740074966880837,MC_4837,-0.6247622117967505
dsp_000098,0.2114479221990538,False,genuine_nonconfounder,2,0.5776776119893102,0.7391463228830981,0.32910059800420566,10.581509043242097,0.7925784870667396,VISA_83,-0.8385101336129412
dsp_000099,0.06573169846084731,True,fraud_nonconfounder,23,0.1518493100366571,0.24467146279698002,0.2368471359472005,10.651230621130983,0.17423127162370883,MC_4837,0.12067789284286341
dsp_000100,0.3518994317982324,False,genuine_nonconfounder,21,0.8234636755589061,0.37587970236939394,0.7068694406153987,8.536461162621897,0.8638146621905011,MC_4840,-0.21941577816773106
dsp_000101,0.17010916586130548,True,fraud_nonconfounder,16,0.19238529826974995,0.23291054780977066,0.4281569008643606,2.2523412600271775,0.7852993078793501,MC_4837,1.2547414584720602
dsp_000102,0.5965360768859449,False,genuine_nonconfounder,6,0.8553783742087988,0.5152522686986406,0.8624830101176953,59.117741972637326,0.8357548742866615,MC_4837,0.7051389224084645
dsp_000103,0.08088073339397556,True,fraud_nonconfounder,23,0.3948600133523792,0.31346249803927795,0.7254602703785554,3.4851270054932444,0.16993300511508794,MC_4840,-0.12054451984471673
dsp_000104,0.061253021649224304,True,fraud_nonconfounder,18,0.05361139795937195,0.2671433530970191,0.7296587586984795,3.0846233113382193,0.4569321095507549,AMEX_FR2,-0.23853690151523663
dsp_000105,0.462313343949114,False,genuine_nonconfounder,17,0.5381278584086838,0.7002982153178662,0.6539084899743692,15.819011108908127,0.3811484392038193,AMEX_FR2,0.5601478592176254
dsp_000106,0.5142253698483141,False,genuine_nonconfounder,10,0.7403557811160567,0.9396883037333079,0.4964664733123178,6.4960292269009186,0.7129148894618976,MC_4837,0.6572797801506387
dsp_000107,0.05529067571684779,True,fraud_nonconfounder,6,0.5098935970907933,0.28683462833166673,0.4566555167086851,1.1898012159686593,0.24360764474409954,MC_4837,-0.6569925077701507
dsp_000108,0.34545293365517277,False,genuine_nonconfounder,2,0.806224771437959,0.711174667825554,0.4476887685392671,17.2974489265773,0.5798094989199971,AMEX_FR2,-0.37466692559120135
dsp_000109,0.385730247134662,False,genuine_nonconfounder,21,0.6210605159049316,0.9260057545068773,0.595585409419715,12.243664607468315,0.2976854767086661,VISA_83,0.012214008761992143
dsp_000110,0.043911190628587234,True,fraud_nonconfounder,10,0.21172819105656762,0.3253982778273926,0.5757216679861985,4.367391396652404,0.07250450195503362,MC_4837,-0.7710891291535614
dsp_000111,0.1479602124221236,True,fraud_nonconfounder,4,0.1889384167774973,0.5795488560824629,0.5081917325058761,4.719652040978174,0.7048607321347693,AMEX_FR2,0.7132989429557542
dsp_000112,0.6525962061206826,False,genuine_nonconfounder,7,0.9307965760296062,0.6854078661150171,0.22309565654872163,13.660249721952876,0.3207026423741786,MC_4840,1.8538743046952664
dsp_000113,0.55191123949482,False,genuine_nonconfounder,13,0.5779264639959784,0.8705806061960177,0.7942803694771361,43.142062943354404,0.5661849662649175,VISA_83,0.6570310120637148
dsp_000114,0.15134038899689378,True,fraud_nonconfounder,4,0.21758774146139254,0.7270468771429877,0.8443821047871007,0.27949677870053496,0.6561067048618981,VISA_83,0.5365522168806917
dsp_000115,0.11469002130134856,False,traveler_confounder,20,0.20501148258682636,0.7910946550564557,0.43069925125196584,14.30967429803296,0.08916688595222982,MC_4837,-1.1310636173294029
dsp_000116,0.07494882758311779,True,fraud_nonconfounder,18,0.1947707433442717,0.6410850725323914,0.35527306580840173,18.547251856279136,0.5655457875384042,VISA_83,-0.2610121685556817
dsp_000117,0.2712796447143007,False,genuine_nonconfounder,17,0.7042698193454413,0.7368617222338227,0.448027722822838,9.684223054706218,0.9477157818747785,MC_4837,-0.6234356584017838
dsp_000118,0.14500679962894275,True,account_takeover_confounder,10,0.5747689753420145,0.6065919864843167,0.3716797733015365,5.688553372931569,0.952279141519718,AMEX_FR2,0.20415866816999775
dsp_000119,0.08273753939294515,True,fraud_nonconfounder,15,0.1757248823857244,0.215622632935677,0.4485401378595263,3.502143027264686,0.3428080146218803,VISA_83,0.29570981709797284
dsp_000120,0.06074918775851022,True,fraud_nonconfounder,14,0.11530810006536145,0.18274862272204612,0.638618496167211,2.6125178677385548,0.262950738145289,MC_4837,-0.07700612972672798
dsp_000121,0.3129137655603479,False,genuine_nonconfounder,15,0.492506409928444,0.7670939666736402,0.8119446395241067,13.958591078592711,0.5450412471765483,AMEX_FR2,-0.3600705540339245
dsp_000122,0.06532618577490268,True,fraud_nonconfounder,2,0.409325572677764,0.17015502061798735,0.33922245628688247,8.198066029632754,0.5918851650625329,MC_4840,-0.3215743925707816
dsp_000123,0.4412660683465758,False,genuine_nonconfounder,9,0.7290777382724298,0.8424477104492825,0.639993039270059,40.29339395410521,0.9353707093593354,MC_4837,-0.10919461010034003
dsp_000124,0.4643868835102386,False,genuine_nonconfounder,0,0.5684488969475732,0.5704833455801773,0.5757889690419978,14.309222545252407,0.5478501835939821,MC_4840,0.6901948181325122
dsp_000125,0.3117684641471836,False,genuine_nonconfounder,11,0.7594462126881463,0.5278974990262347,0.4646056717359926,24.372656563987835,0.5683337180188646,VISA_83,-0.4290191926923343
dsp_000126,0.3290441531022969,False,genuine_nonconfounder,7,0.740626339699394,0.9661341308224459,0.32995038285214284,11.067734118517569,0.5287048869528076,MC_4840,-0.3501917447509524
dsp_000127,0.06582501527848507,True,fraud_nonconfounder,3,0.19679899237578866,0.21602765270420113,0.5314666560214761,9.128081111706926,0.04273453060091074,VISA_83,-0.08230993578456565
dsp_000128,0.0630201722767149,True,fraud_nonconfounder,2,0.21382520327254945,0.18693536427505833,0.20871411902938694,10.97270425705639,0.6146853319745872,MC_4840,-0.11618819101475097
dsp_000129,0.05417884960485793,True,fraud_nonconfounder,14,0.15859933061014103,0.36639724700340737,0.31317723688668525,4.661251418270761,0.9657670561185837,AMEX_FR2,-0.5545173285618411
dsp_000130,0.5802850915042514,False,genuine_nonconfounder,4,0.7477872091459427,0.7042034566772983,0.8569070423422449,4.255733241199538,0.8517922933211848,MC_4837,1.0475929625498392
dsp_000131,0.1648624117478496,True,fraud_nonconfounder,22,0.10767136178146836,0.8538375284270319,0.8393171739322641,8.218244197176986,0.1340902360302544,MC_4840,0.8134293954646842
dsp_000132,0.5207464101802906,False,genuine_nonconfounder,13,0.8778725323404889,0.9156653528091939,0.10875534806867693,1.6946320418659075,0.27121725697515103,VISA_83,0.8254541965254049
dsp_000133,0.3059717259991662,False,genuine_nonconfounder,8,0.6144451360374429,0.8895577772661312,0.7491695648507367,13.459837819877494,0.9571783325230335,AMEX_FR2,-0.6871088051230773
dsp_000134,0.4482984063632086,False,genuine_nonconfounder,14,0.663566288289589,0.8820497633594513,0.7040845275951025,15.164028091129843,0.3346299912488647,MC_4837,0.312805669098371
dsp_000135,0.32612534057725334,False,genuine_nonconfounder,0,0.6543280767997315,0.7206788212448519,0.6765030762234998,5.182952180961246,0.6417211785071224,MC_4837,-0.23491725496535817
dsp_000136,0.03521609343824228,True,fraud_nonconfounder,23,0.14179427261768124,0.26162936012532073,0.6261486487310242,3.0941790804980798,0.3120669994362576,AMEX_FR2,-1.2876332649676212
dsp_000137,0.07756242218823699,True,fraud_nonconfounder,11,0.13589635367708947,0.020496039297126515,0.44072235189260806,19.9972017470843,0.24288144929511388,VISA_83,0.258195875345883
dsp_000138,0.38810693111271993,False,genuine_nonconfounder,18,0.8169285793922798,0.857317735252427,0.722278489296366,9.758740790401948,0.6538023936392042,VISA_83,-0.3002595948058762
dsp_000139,0.2700091007463796,False,genuine_nonconfounder,1,0.49816814760727696,0.8773441199301812,0.06200380625923585,11.91090619872403,0.31184271946769576,MC_4837,-0.13469820738812888
dsp_000140,0.334263716415096,False,genuine_nonconfounder,11,0.7537949855133075,0.19304426623898144,0.40715848702437135,28.79632416010562,0.5597580973773311,MC_4840,-0.06702064248353702
dsp_000141,0.3984770917134681,False,genuine_nonconfounder,11,0.6673220850196594,0.7971399900269546,0.45729753303906934,5.161974487463568,0.4606437237324031,VISA_83,0.19131735088829555
dsp_000142,0.20376599728190245,True,fraud_nonconfounder,22,0.3069642556798636,0.6081333228641894,0.7865886263066303,16.764760156393514,0.547920154852487,MC_4837,0.9133979469645659
dsp_000143,0.05898729418545173,True,fraud_nonconfounder,13,0.3241473141794197,0.4984056156688039,0.5611893073512174,5.374897990027701,0.5782153300738505,AMEX_FR2,-0.7268818574362698
dsp_000144,0.04366230756977555,True,fraud_nonconfounder,11,0.08317645361957417,0.5183792306072407,0.748548224626086,5.187209973865905,0.17907154971370143,VISA_83,-0.9299847557076464
dsp_000145,0.10968724803666058,True,fraud_nonconfounder,6,0.17357290769456618,0.3865374909922063,0.5688159166400144,30.13998187642234,0.5835772986110356,MC_4837,0.3186930822305126
dsp_000146,0.16536450635896965,False,genuine_nonconfounder,7,0.7162705142049968,0.408331010303481,0.4437822755075323,9.29998129457315,0.35565954464746047,MC_4840,-1.0679065648611763
dsp_000147,0.3663360752877238,False,genuine_nonconfounder,12,0.7431815933247383,0.8856695026627028,0.34939626332669554,19.468310203671393,0.23633848677326535,VISA_83,-0.13826230579664633
dsp_000148,0.05780438762769331,True,fraud_nonconfounder,10,0.5348300575934762,0.24734030707762114,0.48590121582488255,9.348027449929429,0.27401691197234496,MC_4840,-0.7143320731616257
dsp_000149,0.2735889037333671,False,genuine_nonconfounder,0,0.8053284972883245,0.8418671912527097,0.5324399305598446,16.843437996772924,0.35427746707181995,MC_4837,-0.7472324893621303
dsp_000150,0.10235634259874256,True,fraud_nonconfounder,19,0.25625563369209625,0.3004053111510872,0.732398442068412,7.090536841038683,0.31241497615535874,AMEX_FR2,0.25257412079832675
dsp_000151,0.4484890335038351,False,genuine_nonconfounder,21,0.7798453372920177,0.6053501159902829,0.794409750927974,12.875079841187885,0.2695398555905647,AMEX_FR2,0.23055211061034295
